HX,HY,oc
0.916533302,0.399958381,20
0.93419216,0.356770247,12.9
0.927978445,0.372633876,4.3
0.913437889,0.406978161,24.8
0.909026918,0.416737403,40
0.955174173,0.296044421,10.6
0.934052102,0.357136768,9
0.94526499,0.32630369,14.2
0.941603326,0.336724184,24.3
0.911745286,0.410756051,27.2
0.898498335,0.438976927,9.4
0.909789561,0.41506982,11.5
0.914455857,0.404685662,15.7
0.935740135,0.352690232,10.4
0.916994408,0.398900057,11.3
0.912992945,0.407975345,23.7
0.936969108,0.349412207,6
0.913050014,0.407847608,15.8
0.924109627,0.382127463,15.5
0.910323158,0.413898235,9.8
0.872896532,0.487905364,15.5
0.921915153,0.387391857,12.5
0.912691805,0.408648589,8.2
0.942063965,0.335433281,3.2
0.910259446,0.414038334,7
0.918526886,0.395358521,6.1
0.935901467,0.352261897,6.6
0.910612747,0.413260722,6.7
0.917842933,0.396943762,5.9
0.925777987,0.378067613,20.8
0.890571266,0.454843732,6.7
0.904025717,0.427478074,8.9
0.90084198,0.434147125,7.2
0.92837905,0.371634685,35.3
0.90598872,0.423301829,10.8
0.945125456,0.326707625,25.4
0.900109987,0.435662726,13.6
0.900523162,0.434808044,5.8
0.840723413,0.541464812,9
0.923083473,0.384599665,5.9
0.914520863,0.40453874,3.5
0.896198256,0.443653791,8.2
0.910746505,0.412965863,13
0.906959672,0.421217466,29.7
0.917753393,0.397150738,5.9
0.921974798,0.387249883,19.8
0.819693288,0.572802682,5.2
0.912297864,0.409527298,12.3
0.898620984,0.438725799,9.6
0.93192442,0.362652555,16.4
0.914535449,0.404505763,37.9
0.916820771,0.399298978,5.4
0.904853259,0.425723594,10.8
0.895230036,0.44560429,11.7
0.899249144,0.437436826,13.6
0.896687203,0.442664726,18.2
0.882332419,0.470626713,6.5
0.89363024,0.44880396,3.7
0.902881957,0.429888557,8.6
0.858948298,0.512062321,10.4
0.8978428,0.440316144,7.2
0.854062665,0.52017013,16.6
0.85223427,0.523160348,9.3
0.867762188,0.496979662,12.8
0.894316458,0.447434994,9.3
0.859897538,0.510466672,5.5
0.863342582,0.504618258,17.5
0.873771204,0.48633721,12
0.912057768,0.410061736,11.4
0.888872249,0.458155132,17.4
0.884985124,0.465619298,16.9
0.889575419,0.456788325,12.3
0.888885467,0.458129486,12.7
0.901473595,0.4328341,22.6
0.929480333,0.368871672,16.8
0.895543197,0.444974586,7.6
0.935572915,0.353133572,6.3
0.942881051,0.333129591,11.7
0.932428414,0.361354747,14.1
0.938268419,0.345908043,12.7
0.875869171,0.482548646,40.1
0.915007747,0.40343627,42.7
0.943917968,0.330180056,6.8
0.935250221,0.353987321,6.7
0.879140823,0.476562076,6.9
0.892819038,0.450415547,4.7
0.902688905,0.430293785,3.3
0.892011517,0.45201267,5.4
0.893979753,0.448107355,3.4
0.886179493,0.463342106,17.8
0.892291915,0.451458901,10
0.919394267,0.393337236,3.9
0.8813081,0.472542097,8.2
0.920850348,0.389916193,7.7
0.870799561,0.491638205,5.9
0.891209915,0.453591101,3.1
0.939915761,0.341406447,10.2
0.906676423,0.421826817,11.9
0.878482904,0.477773783,15.8
0.864864611,0.502005183,8.4
0.925483337,0.378788323,7.3
0.925716564,0.378217984,4.1
0.883875182,0.467722849,16.3
0.873810755,0.486266146,10
0.898387371,0.439203976,20.1
0.92622888,0.376961619,42.2
0.865948955,0.50013239,46.9
0.890141166,0.455684873,34.7
0.906467697,0.422275163,131.2
0.883510703,0.468410972,61.4
0.878131769,0.47841885,40.1
0.900812275,0.434208758,76.1
0.900752363,0.434333029,98.5
0.916043122,0.40107979,115.4
0.894434143,0.44719969,30.8
0.853744883,0.520691535,3.8
0.871254325,0.490831846,103.6
0.879215562,0.476424177,44.3
0.836069408,0.548623683,25.4
0.846375269,0.532586992,44.6
0.850389296,0.526154013,14.2
0.875865793,0.482554776,26.2
0.822848989,0.5682601,7.6
0.872031395,0.489449942,11.7
0.89661579,0.442809356,63.8
0.878958934,0.476897465,89.4
0.870063487,0.49293968,56.5
0.876827565,0.480804972,27
0.843548929,0.537052329,17
0.93739406,0.348270551,99.8
0.866108314,0.499856367,36.5
0.922681569,0.385562864,51.3
0.853944816,0.520363575,10.7
0.93492514,0.354845013,161.5
0.875033176,0.484062951,17.4
0.840435364,0.541911799,9.1
0.856319395,0.516446602,4.5
0.927490547,0.373846607,85
0.904105794,0.427308686,37.9
0.863678972,0.504042293,22.7
0.897912219,0.440174563,30.3
0.933208532,0.359335271,6.4
0.926688595,0.375830079,24.7
0.918681157,0.394999913,3.7
0.944099745,0.329659932,8.9
0.934285512,0.356525711,6.5
0.928440311,0.371481614,9.8
0.939183276,0.343416327,6.2
0.926107298,0.377260219,2.5
0.932782711,0.360439196,15.9
0.909371784,0.415984324,3.4
0.92853786,0.371237718,12.9
0.908004155,0.418961162,21.1
0.950145202,0.311807786,13.2
0.943202337,0.332218832,20.2
0.926576682,0.376105905,21.7
0.918722248,0.394904331,14.7
0.922227725,0.386647156,20.5
0.918527573,0.395356925,20.2
0.909123597,0.416526452,15.3
0.921663825,0.387989425,5.6
0.914229403,0.405196988,13.7
0.919736649,0.39253598,19.3
0.940447516,0.339938922,13.1
0.928945768,0.37021583,6.7
0.896522146,0.442998919,34.8
0.8997261,0.436454974,6.2
0.949734059,0.313057849,2.2
0.930434665,0.366457819,11.1
0.935317863,0.353808558,18.8
0.931485262,0.363779062,12.8
0.901180672,0.433443649,11.2
0.915940806,0.401313393,4.9
0.94600869,0.324141264,13
0.928065935,0.372415925,17.9
0.921094576,0.389338903,14.1
0.917114835,0.398623104,27.9
0.959477043,0.281786806,43.2
0.916837488,0.399260592,40.5
0.92560266,0.378496653,23.5
0.960182853,0.279372314,16.1
0.931926137,0.362648141,66.5
0.963264262,0.268555323,21.1
0.936827562,0.349791537,18
0.923404016,0.383829419,6
0.937640168,0.347607416,10.4
0.918600266,0.395187994,3.7
0.945995256,0.324180469,10.1
0.916271934,0.400556792,6.5
0.916972093,0.398951352,6.9
0.916617592,0.399765169,5.3
0.895926814,0.444201692,7
0.900460739,0.434937304,2.6
0.897667474,0.440673469,3.2
0.895078199,0.445909204,3.9
0.901335565,0.43312146,4.2
0.908321661,0.418272352,2.9
0.905588593,0.424157164,5.7
0.902887023,0.429877917,4.5
0.918003009,0.396573417,4.9
0.9121061,0.409954219,4.7
0.915129183,0.403160736,20.8
0.899231728,0.437472628,3.8
0.920890366,0.38982167,4.3
0.920310909,0.391187718,3.5
0.871638269,0.4901497,8.4
0.898503535,0.438966284,5.5
0.902988284,0.42966517,12.9
0.888540952,0.458797315,30.6
0.902659501,0.430355464,4.3
0.922544318,0.385891153,10
0.908481687,0.417924663,4.5
0.901795355,0.432163323,4.1
0.891196669,0.453617126,8.6
0.896700615,0.442637557,2.1
0.892478459,0.451090013,6.3
0.920336995,0.391126342,8.5
0.903259222,0.429095301,6.5
0.913811782,0.406137941,5.5
0.884495755,0.466548239,9.3
0.901828695,0.432093745,8.9
0.901807125,0.432138762,11.4
0.883658787,0.46813155,8.1
0.915090057,0.403249534,10.3
0.893589295,0.448885478,8.9
0.952159211,0.305602416,6.5
0.929343892,0.36921529,6.2
0.898094846,0.439801827,7.5
0.931857647,0.362824098,6.2
0.931266137,0.364339653,4
0.93195817,0.362565815,6.9
0.922690209,0.385542187,26.6
0.892458028,0.451130433,8.6
0.900319564,0.435229459,39.2
0.904526942,0.426416475,7.8
0.900794765,0.434245082,8.9
0.872919431,0.487864394,14.1
0.825142374,0.564924829,12.4
0.886247768,0.4632115,13.2
0.830785568,0.556592615,1.2
0.892493971,0.451059322,13.2
0.841079408,0.540911665,14.4
0.831074159,0.556161615,11.7
0.902598149,0.430484124,12.9
0.895364199,0.445334651,10.5
0.918525705,0.395361265,2.5
0.856946107,0.515406024,12.4
0.90158153,0.432609228,6.2
0.897498138,0.441018244,9.2
0.842709916,0.538367902,3.9
0.90667798,0.421823471,6.4
0.839660315,0.543111918,18.1
0.887453131,0.460897971,7.3
0.915845343,0.401531204,11.5
0.878626581,0.477509508,5.5
0.901469916,0.432841761,13.9
0.91610165,0.400946089,5.1
0.89675925,0.442518753,2.6
0.86036663,0.509675645,11.9
0.906933981,0.421272778,4.7
0.902975961,0.429691068,4.3
0.910972844,0.412466335,6.5
0.917107002,0.398641124,6.6
0.902679208,0.430314127,4.4
0.910182602,0.414207233,4.3
0.8892239,0.457472246,4.3
0.906324244,0.422582968,7.2
0.884973111,0.46564213,3.7
0.913234895,0.407433463,4.7
0.903182012,0.429257792,3.3
0.904187834,0.427135062,4.4
0.909782151,0.415086062,4.5
0.900176883,0.435524488,3.5
0.87801636,0.47863062,5.1
0.888550624,0.458778583,4.9
0.905118226,0.425159966,3.8
0.888915428,0.458071351,1.9
0.89771728,0.440571998,2.1
0.898131945,0.439726061,1.9
0.8596962,0.510805682,11.5
0.896212627,0.443624759,3.1
0.885765152,0.464133705,3.5
0.895982576,0.444089206,4.1
0.896379989,0.443286494,5.6
0.888755572,0.458381427,5.5
0.892320096,0.451403196,4.2
0.892058141,0.451920649,5.2
0.891815384,0.452399516,2.7
0.888760019,0.458372806,3
0.902525487,0.430636443,2.3
0.893410873,0.449240484,5.4
0.89090361,0.454192424,4.4
0.903019409,0.429599753,2
0.899632992,0.43664686,4.9
0.916231856,0.400648458,4.8
0.899657392,0.436596584,2.9
0.925538964,0.378652381,13.8
0.913634255,0.406537142,6.6
0.897406187,0.441205321,2.8
0.895206808,0.445650952,4.9
0.831667303,0.555274254,15.9
0.855797601,0.517310803,13.6
0.829060914,0.559158297,2
0.899016343,0.437915078,13.9
0.90854509,0.417786811,12.5
0.890681746,0.454627349,9.3
0.872654095,0.488338848,4.3
0.862068957,0.506790996,15.3
0.879691433,0.475544932,14.7
0.869548025,0.49384839,6.9
0.885464694,0.464706656,10.9
0.930765629,0.365616389,9.6
0.923760772,0.38297002,10.3
0.932827701,0.360322744,14.2
0.923809362,0.382852795,9.9
0.91937626,0.393379323,7.7
0.925893933,0.377783568,6
0.938640645,0.344896708,20.5
0.930934448,0.365186327,10.9
0.892928233,0.450199035,26.3
0.921003048,0.389555369,11.2
0.916862923,0.399202179,23.7
0.904111767,0.427296048,23
0.885117855,0.465366934,18.9
0.878577405,0.477599982,20.1
0.887674931,0.460470648,17
0.901529171,0.43271833,19.5
0.903739473,0.428082896,15
0.915200663,0.402998446,26.4
0.93326421,0.359190637,8.4
0.936137224,0.351634892,8
0.958454639,0.285244992,8.9
0.940490887,0.339818909,9
0.911269178,0.411811226,4.8
0.920139597,0.391590503,14.5
0.920148676,0.391569168,12.7
0.930933035,0.36518993,4
0.897830663,0.440340891,6.3
0.892269175,0.451503842,10.6
0.916966783,0.398963557,71.2
0.890964587,0.454072796,31
0.905895879,0.423500481,14.7
0.923586827,0.383389323,20.4
0.924907472,0.380192279,10.8
0.92645589,0.376403353,4.3
0.864639629,0.502392588,12.5
0.912916152,0.408147153,17.2
0.918783633,0.394761492,17.7
0.911979516,0.410235739,14.9
0.859844703,0.510555664,21.9
0.843846554,0.536584563,12.1
0.876000694,0.482309842,19
0.897612884,0.440784653,26.2
0.941532096,0.336923302,10.1
0.925628521,0.378433405,21.5
0.915984599,0.401213427,5.4
0.921579584,0.388189477,16.8
0.920448566,0.390863708,14.9
0.92093431,0.389717843,31
0.900437614,0.434985176,13
0.908372237,0.418162503,9.3
0.857114584,0.515125801,12.4
0.848634499,0.528979666,17.9
0.879359002,0.476159369,26.4
0.825383154,0.564572979,17.8
0.933480619,0.358627848,3.6
0.92117882,0.389139539,9.8
0.8939946,0.448077734,9.5
0.91436998,0.404879661,30.5
0.937030471,0.349247614,12.6
0.914794511,0.40391955,26.4
0.902893165,0.429865016,18.8
0.923829769,0.382803549,3.8
0.935414378,0.353553307,9.3
0.910496641,0.413516465,19.7
0.884173927,0.467157861,14.8
0.904781943,0.42587514,14.4
0.937599825,0.347716219,9.2
0.933310078,0.359071438,17.8
0.927287363,0.374350299,21.3
0.968211251,0.250133913,45.4
0.934987496,0.354680676,0.8
0.899045047,0.437856145,14
0.897491442,0.441031872,17.5
0.893183561,0.449692258,24.5
0.899179062,0.437580866,16.4
0.8668682,0.498537385,15.2
0.910788053,0.412874222,19.1
0.89307533,0.449907163,13.7
0.920017505,0.391877266,9.6
0.915308216,0.402754106,10.6
0.89693477,0.442162888,12.3
0.890205651,0.455558886,15.5
0.909307115,0.416125666,12.5
0.909073876,0.416634957,6.5
0.883221758,0.46895557,12.7
0.879474229,0.47594651,12
0.921969518,0.387262454,38.2
0.895537099,0.444986859,20.4
0.889827463,0.456297147,10.1
0.981466044,0.191636125,10.5
0.83546873,0.549537989,23.4
0.906355896,0.422515076,13.1
0.908331923,0.418250066,21.9
0.890999772,0.454003752,31.2
0.893734682,0.44859594,15.5
0.833924404,0.551878689,14
0.906535969,0.422128579,13.2
0.883112606,0.469161087,24.6
0.885010474,0.465571112,14.3
0.91341973,0.407018915,33
0.857011333,0.51529756,27.4
0.828766603,0.559594423,26.3
0.853661735,0.520827844,17.3
0.800324091,0.599567636,8.4
0.831900226,0.554925233,16.2
0.863975835,0.503533273,8.7
0.90969097,0.415285852,19.4
0.862745427,0.505638536,21.7
0.844521633,0.535521439,12.4
0.858964879,0.512034507,14.4
0.886905038,0.461951788,18.9
0.828723238,0.559658642,12.2
0.834820708,0.550521921,13.3
0.840834633,0.541292084,11.1
0.881086545,0.472955072,12.3
0.823120236,0.56786713,10.5
0.879369795,0.476139437,10.2
0.867112846,0.498111746,16.1
0.871146067,0.491023961,17.4
0.830583827,0.556893623,10.7
0.916266308,0.400569661,9
0.868167012,0.496272142,15.2
0.881856982,0.47151698,14.9
0.833985745,0.551785988,14.1
0.907924975,0.419132723,24.5
0.844065292,0.536240415,14.2
0.838297833,0.545212567,14.1
0.919379841,0.393370954,19.4
0.907646488,0.419735455,23.5
0.917200122,0.398426826,17.8
0.894692399,0.446682786,11.9
0.84509806,0.534611325,13.6
0.845494065,0.533984818,17.3
0.821814697,0.569754863,13.6
0.87891115,0.476985524,3.3
0.822433831,0.568860786,10.3
0.888915213,0.458071767,33.6
0.889299446,0.457325371,13.9
0.903431509,0.428732444,29.2
0.916774184,0.399405929,17
0.876534783,0.481338523,11.8
0.93310638,0.35960045,17.6
0.919850947,0.392268066,9.6
0.920277956,0.391265234,17.3
0.91367208,0.406452126,11.3
0.923309745,0.384056135,12.5
0.923531786,0.38352189,10
0.943318881,0.331887767,9.1
0.934410384,0.356198308,6
0.91697227,0.398950945,11.6
0.916936082,0.39903411,10
0.899970717,0.435950351,12.5
0.950252042,0.311482034,6.7
0.907077562,0.420963533,11.5
0.930519922,0.36624128,9.3
0.915342705,0.402675716,6.2
0.92097942,0.389611228,18.8
0.934353926,0.356346379,8.5
0.953995202,0.299821872,10
0.943872774,0.330309228,7.2
0.939829769,0.341643095,11
0.959794842,0.280702444,3.9
0.935866983,0.352353501,10.6
0.967759972,0.251874247,10.8
0.916936272,0.399033674,10.6
0.951219851,0.30851385,6.1
0.925160296,0.379576642,17.6
0.957374824,0.288848482,8.1
0.951899189,0.30641138,9.8
0.936945578,0.349475297,2.8
0.941703678,0.336443431,11
0.920718129,0.390228302,3.9
0.946986126,0.321274457,12.3
0.952914629,0.3032387,4.8
0.898329926,0.439321458,12.5
0.914677954,0.404183423,6.3
0.927754983,0.373189887,22
0.928591707,0.371103006,11
0.94852817,0.316692772,21
0.953103943,0.302643146,8.8
0.931309185,0.3642296,14.2
0.915681974,0.401903623,13.4
0.925627999,0.378434681,14.6
0.901856227,0.432036277,4.6
0.92415131,0.382026644,19.3
0.940427955,0.339993031,11.3
0.940129918,0.340816282,10.7
0.934824441,0.355110215,8.6
0.949712091,0.313124486,9.9
0.953921332,0.300056814,1.4
0.940707504,0.339218796,6.1
0.949066483,0.315075882,12.4
0.918942207,0.394392216,3.5
0.96367665,0.26707174,6.8
0.915981974,0.40121942,32.5
0.951651144,0.307180891,12.7
0.941046852,0.338276251,12.6
0.920336806,0.391126788,2.7
0.973852813,0.227179883,8.3
0.931932374,0.362632114,9
0.950743158,0.309979752,16.5
0.879575283,0.475759731,7
0.905590957,0.424152118,4.8
0.849822064,0.527069692,12.8
0.949233663,0.314571857,3.1
0.819341835,0.573305291,9.6
0.851701266,0.524027626,11.5
0.892554447,0.450939639,7.9
0.856472552,0.516192569,16.6
0.870764232,0.491700776,9.9
0.889406478,0.45711718,29.6
0.897984708,0.440026663,6.7
0.941056151,0.33825038,12.1
0.900453324,0.434952654,3.4
0.903324539,0.428957781,3.4
0.932710677,0.360625558,11.7
0.930279027,0.366852739,15.2
0.944801362,0.327643688,10.4
0.898687478,0.438589576,11.3
0.92503295,0.379886881,8.4
0.911493351,0.411314807,14.3
0.925567835,0.378581804,3.9
0.93439138,0.356248156,10.9
0.919142061,0.393926225,3.7
0.95320663,0.302319567,7.5
0.911230704,0.411896351,8.7
0.915342962,0.402675132,10.2
0.886726317,0.462294753,1.8
0.886806772,0.462140399,9.6
0.915599938,0.402090479,8.9
0.923335357,0.383994554,5.7
0.958476615,0.28517114,8.2
0.970924303,0.239386713,8.9
0.881643477,0.471916072,3.5
0.944080665,0.329714571,9.6
0.941964028,0.33571382,7.3
0.935613954,0.353024828,14.7
0.953837063,0.300324587,13.5
0.939841995,0.341609463,7.6
0.938762063,0.344566089,17
0.900439741,0.434980773,8.3
0.901975821,0.431786542,11.4
0.941689883,0.336482042,5.4
0.903271882,0.42906865,10.4
0.847925931,0.530114719,14.5
0.929871429,0.367884662,10.4
0.865901554,0.500214453,4.5
0.947700868,0.319159937,102.9
0.912863602,0.408264674,90.2
0.897518838,0.440976116,10.9
0.910915103,0.412593837,9.4
0.9089287,0.416951579,12.9
0.929809794,0.368040414,7.1
0.922107472,0.386933857,18.3
0.884645223,0.466264763,9.1
0.89656637,0.442909409,13.7
0.888407091,0.459056467,11.3
0.894985026,0.446096181,8.9
0.910892232,0.412644328,10.6
0.8995526,0.436812453,9.5
0.941770548,0.336256204,36.4
0.946116019,0.323827853,15.4
0.938547275,0.34515071,10.2
0.91732504,0.398139136,12.1
0.934489652,0.355990296,9.3
0.942273659,0.334843771,8.9
0.938939589,0.344082038,13
0.887813217,0.460203967,12
0.92069792,0.390275979,9.7
0.913189202,0.407535865,9.3
0.908416109,0.418067186,7
0.878833184,0.477129159,10.5
0.933184604,0.359397406,8
0.911262457,0.411826098,38.6
0.907285676,0.420514806,8.3
0.915351062,0.402656718,25.1
0.895612805,0.444834467,13.7
0.876976932,0.480532476,28.7
0.942958895,0.332909179,27.6
0.929774698,0.36812907,33.6
0.893754482,0.448556492,8.3
0.889760804,0.456427115,10.8
0.897657549,0.440693686,7.8
0.917781949,0.397084744,21
0.911500516,0.41129893,8.7
0.922009534,0.387167172,14
0.919289586,0.393581829,12.9
0.927341312,0.374216638,17.5
0.925785385,0.378049494,7.3
0.92988989,0.367837997,19.5
0.879855752,0.47524084,25
0.913636289,0.406532571,8.8
0.845785427,0.533523206,3
0.857288925,0.514835604,2.2
0.94789429,0.318585021,15.7
0.803426142,0.595404429,5
0.891888238,0.452255869,5.5
0.91151374,0.411269621,13
0.916696655,0.399583838,22.6
0.913456197,0.406937067,22.3
0.878217281,0.478261861,10.5
0.917265697,0.398275836,23.2
0.894257087,0.447553642,102.1
0.884355071,0.466814854,49.8
0.867078298,0.498171884,26.5
0.934357487,0.356337041,72.6
0.876764414,0.480920121,31.3
0.848583288,0.529061814,10.1
0.898455275,0.439065052,10.8
0.909310933,0.416117323,6.6
0.892404461,0.451236388,8.7
0.908017373,0.418932512,13.3
0.909396746,0.415929752,6.3
0.933254304,0.359216375,10.8
0.90146194,0.432858373,12.8
0.917354816,0.398070524,8.1
0.89865673,0.438652575,8.2
0.958988036,0.28344655,8.6
0.882701789,0.46993356,12.1
0.921510536,0.388353361,8.6
0.908808774,0.417212911,10.8
0.909310008,0.416119345,1.6
0.915658234,0.401957708,8.3
0.921358538,0.388713834,6.7
0.910253878,0.414050574,6.7
0.92361266,0.383327084,6.4
0.924231056,0.381833674,8.6
0.92981716,0.368021804,2.4
0.895086212,0.445893119,3
0.90256647,0.430550539,10.3
0.901851766,0.43204559,5.5
0.90411052,0.427298687,4.8
0.888657447,0.458571632,3.7
0.912397687,0.409304851,12.4
0.894963381,0.446139605,7
0.914587084,0.404389002,21.3
0.915994807,0.401190121,4.9
0.958582646,0.284814519,9.9
0.846839461,0.531848595,9.3
0.890327185,0.45532132,4.6
0.911666517,0.410930847,6.1
0.857527375,0.514438335,9.3
0.881197436,0.472748431,5.6
0.947176937,0.320711474,6.4
0.91464382,0.404260661,2.8
0.917425099,0.397908518,3.3
0.921981174,0.387234702,1.6
0.892706059,0.450639425,11.2
0.912405968,0.409286391,13.2
0.890447787,0.455085418,6.3
0.862363204,0.506290138,9.6
0.900880358,0.434067483,6.4
0.900383875,0.435096401,6.6
0.914134907,0.405410129,9.8
0.912735112,0.408551851,7.8
0.902092454,0.431542819,6.6
0.861315607,0.508070295,8.8
0.910217454,0.41413064,10.3
0.896004459,0.444045054,6.1
0.898333156,0.439314854,7.5
0.885570853,0.464504322,8.2
0.879063156,0.476705325,2.3
0.864087016,0.503342457,1
0.831737678,0.555168835,3.5
0.914608173,0.404341303,3.6
0.897989275,0.440017343,6.1
0.873012763,0.48769736,3.7
0.922349558,0.386356433,6.5
0.901128002,0.433553139,10.7
0.876403261,0.481577953,5.5
0.884720477,0.466121956,6.8
0.860068236,0.510179017,2.7
0.911250429,0.411852711,5
0.908484152,0.417919304,4
0.907855343,0.419283527,1.7
0.901287431,0.433221614,3.7
0.888529652,0.4588192,1.3
0.887280298,0.461230607,2.2
0.918468996,0.395492987,4.3
0.858442242,0.512910243,4.7
0.943017606,0.332742836,4.1
0.904371373,0.426746318,6.7
0.909015165,0.416763038,8.3
0.900466403,0.434925577,14.2
0.919942526,0.392053247,46
0.923090248,0.384583403,5.8
0.932171072,0.362018083,23
0.92525204,0.379352952,26.4
0.93178347,0.363014552,5.8
0.906156544,0.422942453,3.3
0.955694045,0.294361839,12
0.913054956,0.407836545,4.9
0.90504896,0.425307394,5.6
0.902495613,0.430699046,3
0.913268227,0.407358743,7
0.891980193,0.452074479,6.8
0.934774807,0.355240848,3.7
0.914425107,0.404755141,3.6
0.891972033,0.45209058,3.7
0.91968044,0.392667656,4.6
0.904088864,0.427344505,4.2
0.902895941,0.429859187,2.2
0.910568038,0.413359224,5.2
0.910895607,0.412636878,6
0.865929386,0.500166271,5.6
0.904428786,0.426624625,4.9
0.906062366,0.423144169,5.3
0.899991912,0.435906594,8.2
0.919299176,0.393559431,3.7
0.945037238,0.326962717,11.2
0.923300661,0.384077972,23.8
0.903509397,0.428568278,12.8
0.91209546,0.409977891,17.1
0.934639992,0.355595396,23
0.911490693,0.411320698,5.7
0.92250261,0.385990849,21.5
0.881695308,0.471819228,15.2
0.949629713,0.31337423,19.5
0.895232712,0.445598913,6.8
0.899713055,0.436481866,6.1
0.920261917,0.391302958,9.1
0.91275629,0.408504535,11.4
0.863214093,0.504838023,5
0.911367769,0.41159299,12.2
0.94946743,0.313865574,7.8
0.91555143,0.40220092,7
0.90885571,0.417110654,6.6
0.931761951,0.363069782,13.5
0.845543395,0.533906702,5.3
0.89774871,0.440507949,13
0.939128527,0.34356602,5.1
0.917600356,0.397504197,10.3
0.922907036,0.385022859,14.5
0.894434151,0.447199676,5.1
0.910099682,0.414389393,10.9
0.903890667,0.427763559,12.8
0.906233395,0.422777758,12.6
0.912418099,0.409259346,12.3
0.884111769,0.467275485,19.4
0.900636092,0.434574078,6.2
0.879606564,0.475701894,11.1
0.894611119,0.44684555,10.2
0.879612778,0.475690404,4.4
0.894995924,0.446074317,27.4
0.874177416,0.485606677,10.3
0.893989067,0.448088774,6.9
0.888089878,0.459669847,8.4
0.937597972,0.347721215,20.2
0.91219129,0.409764629,4.2
0.910780339,0.412891238,17.1
0.92417008,0.381981235,5.9
0.893768057,0.448529441,15.3
0.893121369,0.449815763,11
0.863576464,0.504217901,11.5
0.868069327,0.496442991,8.9
0.88052369,0.474002144,9.9
0.901965342,0.431808432,28.1
0.894350137,0.447367671,18.2
0.898087957,0.439815895,8.5
0.89719543,0.441633739,12.6
0.906803056,0.421554525,14.5
0.894021878,0.448023305,11.6
0.891411485,0.453194841,4.8
0.873428594,0.486952247,14.6
0.848781633,0.528743547,17.1
0.852456635,0.522797939,21.1
0.774893871,0.632091361,11.4
0.908480006,0.417928317,24.7
0.862064269,0.506798971,23.7
0.942869472,0.333162361,19.8
0.954088547,0.299524698,30.9
0.905066739,0.425269558,10.4
0.931326741,0.364184708,13.8
0.930085093,0.367344143,3.8
0.93129064,0.364277015,6.1
0.921586212,0.388173742,8.8
0.923569461,0.383431154,7.7
0.883594195,0.468253455,21
0.916805899,0.399333124,4.6
0.900819415,0.434193945,6
0.904075955,0.427371814,4.2
0.888990121,0.457926375,9.2
0.856819527,0.515616425,13.8
0.863085097,0.505058526,13.8
0.824911942,0.565261256,12.6
0.905307038,0.424757775,26.4
0.878137066,0.478409127,6.7
0.803492158,0.595315338,18.3
0.817719178,0.575617361,6.6
0.882416893,0.470468307,16.5
0.882068859,0.471120502,16.2
0.805536283,0.592546451,3.7
0.869162688,0.49452626,7.4
0.87762267,0.479352114,15.7
0.868192294,0.496227913,17.1
0.874850017,0.484393897,17.4
0.890544255,0.454896615,19.1
0.883376336,0.468664324,15.6
0.887586942,0.460640229,26.6
0.919390547,0.393345931,10.1
0.88561602,0.4644182,15.6
0.894282973,0.447501916,11.1
0.91360157,0.406610588,24.1
0.923074444,0.384621334,30.2
0.910301549,0.413945757,28.4
0.908052726,0.418855879,35.2
0.889427253,0.457076757,24
0.892647869,0.450754681,15.9
0.896195956,0.443658437,7.4
0.896016157,0.444021448,20.1
0.89437236,0.447323241,23
0.912624567,0.408798728,16.6
0.897567534,0.440876991,10.2
0.906794429,0.421573082,13.1
0.882097221,0.471067398,15.3
0.897905668,0.440187928,8.8
0.915975819,0.401233472,15.5
0.907980631,0.419012141,21.1
0.933913822,0.357498214,11.2
0.933363056,0.358933707,19.8
0.956161976,0.292838309,8.7
0.90927725,0.416190922,21.5
0.926608326,0.376027937,17
0.907972908,0.419028875,29.1
0.883129289,0.469129682,17.5
0.810053909,0.586355408,24.4
0.918315052,0.395850307,16.1
0.905617619,0.424095189,29.2
0.892064981,0.451907148,15.7
0.940313618,0.340309125,3.6
0.880103219,0.474782396,15
0.901761571,0.432233813,10.1
0.942840372,0.333244704,5.7
0.948409264,0.317048685,10.2
0.938558217,0.345120954,4.2
0.896003622,0.444046742,11.9
0.885651435,0.464350661,15.2
0.840297957,0.542124842,12.9
0.842061703,0.539381209,10.2
0.900223404,0.43542832,6.6
0.895227624,0.445609135,4
0.960713237,0.277542926,4.9
0.92325033,0.384198944,6.3
0.91450663,0.404570914,16.5
0.91140461,0.411511406,7.2
0.908364799,0.41817866,9.3
0.791736439,0.610862841,7.1
0.902355636,0.430992234,13.8
0.894320845,0.447426225,10
0.72505955,0.688686176,12.2
0.866081567,0.49990271,12.4
0.906024558,0.423225118,10.6
0.920140915,0.391587406,9.5
0.9252191,0.379433283,12.7
0.878830744,0.477133653,11.9
0.909687855,0.415292677,9.3
0.876787609,0.480877832,12.4
0.93086755,0.365356819,23.3
0.869114402,0.494611117,8
0.851580523,0.52422382,16.1
0.852706217,0.522390761,11.1
0.83494345,0.550335747,16.7
0.82271811,0.568449568,24.6
0.836312813,0.548252568,17.5
0.905800037,0.423705433,22
0.858356625,0.513053511,14.7
0.872829458,0.488025345,17.3
0.816914561,0.576758702,15
0.883987774,0.467510016,12.9
0.842878689,0.538103629,15.2
0.824585623,0.565737175,17
0.862623545,0.505846439,15.6
0.839282714,0.543695251,8
0.844791901,0.535094987,12.9
